threadcount V K A D
01	337.646 444.778 498.241 965.938 
02	168.878 221.896 249.273 489.845 
03	112.573 146.362 165.653 326.607 
04	84.4753 109.59 124.513 245.649 
06	56.32 74.1617 83.0103 162.988 
08	44.442 55.5817 62.5863 122.984 
10	33.8433 44.5693 50.016 98.189 
12	28.1686 37.1033 41.673 82.387 
15	22.6039 29.8816 33.4047 65.6497 
18	19.2025 24.7368 28.8002 54.8187 
24	14.7051 18.5474 21.232 41.2095 
30	11.9875 15.0357 16.9333 33.1331 
36	9.84191 12.5143 14.1178 27.773 
