V reflvl2
iter cpuelem timecpu timegpu timetotal
1	8	0.005607	0.005618	0.00958236	
2	0	0.004094	0.004194	0.00440605	
3	0	0.004047	0.004175	0.00432495	
4	0	0.004256	0.004348	0.00456407	
5	0	0.004114	0.004199	0.00441636	
6	0	0.004011	0.004116	0.00429592	
7	0	0.003863	0.004027	0.00421943	
8	0	0.004012	0.004098	0.00425977	
9	0	0.004111	0.004179	0.00431589	
10	0	0.003982	0.004118	0.00424234	
11	0	0.004104	0.004221	0.00436919	
12	0	0.004043	0.004146	0.00435345	
13	0	0.004009	0.004069	0.00421853	
14	0	0.004126	0.004235	0.00446366	
15	0	0.004152	0.004302	0.00454372	
16	0	0.004049	0.004195	0.00446325	
17	0	0.004031	0.004075	0.00428375	
18	0	0.004057	0.004179	0.00432256	
19	0	0.003997	0.004177	0.00434734	
20	0	0.004017	0.004146	0.00431776	


V reflvl3
iter cpuelem timecpu timegpu timetotal
1	8	0.015541	0.022233	0.0243536	
2	16	0.019387	0.020416	0.0208198	
3	17	0.024698	0.024815	0.0252299	
4	12	0.023921	0.023919	0.0247506	
5	10	0.021283	0.022218	0.022655	
6	10	0.020963	0.022219	0.0225415	
7	11	0.019793	0.022223	0.0225533	
8	13	0.020025	0.022224	0.0224769	
9	15	0.019771	0.022217	0.0225318	
10	18	0.024222	0.024381	0.0246082	
11	13	0.020111	0.022222	0.0224427	
12	15	0.020826	0.022217	0.0224862	
13	16	0.020198	0.020414	0.0206608	
14	16	0.020026	0.020416	0.0206595	
15	16	0.019077	0.020416	0.0207716	
16	17	0.023108	0.023392	0.0236042	
17	13	0.020085	0.022218	0.0226127	
18	15	0.019400	0.022226	0.0224709	
19	18	0.023825	0.023885	0.0241053	
20	13	0.019825	0.022221	0.0225313	


V reflvl4
iter cpuelem timecpu timegpu timetotal
1	8	0.050807	0.176644	0.178801	
2	50	0.147428	0.154602	0.154949	
3	52	0.140257	0.154586	0.154968	
4	57	0.162755	0.162824	0.163141	
5	54	0.161247	0.161388	0.161855	
6	51	0.141810	0.154585	0.154864	
7	55	0.151955	0.154570	0.154982	
8	55	0.145226	0.154578	0.154918	
9	58	0.163694	0.163993	0.164275	
10	54	0.156084	0.156218	0.156507	
11	53	0.152109	0.154605	0.154915	
12	53	0.150904	0.154574	0.154991	
13	54	0.149926	0.154577	0.154919	
14	55	0.151815	0.154554	0.154922	
15	56	0.154661	0.154710	0.155157	
16	55	0.151017	0.154589	0.154905	
17	56	0.160883	0.160960	0.161385	
18	53	0.148033	0.154598	0.154987	
19	55	0.151508	0.154584	0.154911	
20	56	0.163404	0.163553	0.163879	


V reflvl5
iter cpuelem timecpu timegpu timetotal
1	8	0.162669	1.416118	1.41885	
2	134	1.192765	1.192890	1.19355	
3	132	1.191538	1.191786	1.19255	
4	130	1.165312	1.180485	1.18117	
5	131	1.252510	1.252681	1.25327	
6	124	1.133702	1.209605	1.21016	
7	131	1.224964	1.225125	1.22569	
8	126	1.143626	1.209622	1.2103	
9	132	1.238336	1.238520	1.23905	
10	126	1.134459	1.209649	1.21023	
11	133	1.204658	1.205034	1.20549	
12	130	1.202520	1.202762	1.2033	
13	128	1.209952	1.210195	1.21068	
14	125	1.143115	1.210407	1.21103	
15	131	1.216235	1.216461	1.21696	
16	127	1.131663	1.210569	1.21125	
17	134	1.176957	1.182084	1.18267	
18	134	1.175284	1.182057	1.1826	
19	134	1.218972	1.219193	1.21976	
20	130	1.201861	1.201966	1.20262	


V reflvl6
iter cpuelem timecpu timegpu timetotal
1	8	0.584003	11.431330	11.435	
2	279	9.370860	9.409336	9.41078	
3	279	9.268267	9.409356	9.41063	
4	282	9.562465	9.562863	9.5639	
5	278	9.302277	9.408155	9.40927	
6	280	9.447098	9.447599	9.44867	
7	279	9.388154	9.409172	9.41073	
8	279	9.277909	9.408985	9.41027	
9	282	9.520878	9.521193	9.52235	
10	279	9.342044	9.408085	9.40946	
11	280	9.377534	9.407034	9.40824	
12	280	9.334270	9.407496	9.40881	
13	281	9.339850	9.407693	9.40935	
14	282	9.542854	9.543372	9.54471	
15	278	9.403749	9.409716	9.41132	
16	278	9.400982	9.409852	9.41116	
17	278	9.463188	9.463515	9.46463	
18	276	9.381933	9.409795	9.41103	
19	276	9.408728	9.410076	9.41119	
20	276	9.537827	9.538113	9.54006	


V reflvl7
iter cpuelem timecpu timegpu timetotal
1	8	2.241351	91.190828	91.1987	
2	590	78.147910	78.149328	78.1542	
3	568	75.029395	75.030750	75.0344	
4	566	74.977427	74.978797	74.9828	
5	563	74.610519	74.612219	74.6167	
6	563	74.148055	74.611148	74.615	
7	565	74.486524	74.611305	74.6155	
8	565	75.253965	75.255234	75.2603	
9	561	74.474984	74.612250	74.617	
10	561	73.745950	74.611789	74.6165	
11	566	74.140763	74.611461	74.6156	
12	568	74.717401	74.718742	74.7226	
13	567	76.518688	76.524383	76.5382	
14	555	84.772390	84.775125	84.8193	
15	503	67.093067	76.722039	76.7286	
16	562	74.371530	74.744313	74.7488	
